Title,Author,url,download,ID,Fandom Tags,Relationship Tags,Character Tags,Additional Tags,Status,Chapter Count,Current Chapter,Summary,Completed,Category_ID
Flightless,Emberblaze,https://archiveofourown.org/works/27135950,https://archiveofourown.org/downloads/27135950/title.epub,AO3W_27135950,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Bakugou Katsuki & Yagi Toshinori | All Might']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Bakugou Katsuki', 'Midoriya Inko', 'Yamada Hizashi | Present Mic', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Yagi Toshinori | All Might', 'Tsukauchi Naomasa', 'Shuuzenji Chiyo | Recovery Girl']","['Other Additional Tags to Be Added', 'Suicide Attempt', 'Suicidal Midoriya Izuku', 'Depressed Midoriya Izuku', 'Hospitals', 'Guilt(tm) the fic', 'Recovery', 'Emotions']",Updated,16,1,"Many stories end on rooftops. One boy’s begins there. Midoriya Izuku is so tired. And it’s a bad idea to leave those sorts of people on rooftops. A suicide attempt leads to an investigation into Aldera. Driven by guilt, an unlikely pair seek to undercover the mysteries of Aldera Middle, while an underground hero takes a recovering child under his wing.",False,2
Supposedly Quirkless,oONightmareOo (orphan_account),https://archiveofourown.org/works/28586901,https://archiveofourown.org/downloads/28586901/title.epub,AO3W_28586901,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Other Relationship Tags to Be Added']","['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Bakugou Katsuki', 'Other Character Tags to Be Added']","['Accidentally Poetic', 'Midoriya Izuku Does Not Have One for All Quirk', 'Midoriya Izuku Has a Quirk', 'Midoriya Izuku Has an Analysis Quirk', 'Orphan Midoriya Izuku', 'Dead Midoriya Inko', ""Midoriya Inko's Bad Parenting"", 'Bullied Midoriya Izuku', 'Anxious Midoriya Izuku', 'Depressed Midoriya Izuku', 'Aizawa Shouta | Eraserhead Adopts Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead Adopts Midoriya Izuku', 'Established Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Protective Aizawa Shouta | Eraserhead', 'Dadzawa', 'Parental Aizawa Shouta | Eraserhead', 'Alternate Universe - Canon Divergence', 'POV Alternating', 'Bakugou Katsuki Redemption', 'Socially Awkward Todoroki Shouto', 'Parental Yamada Hizashi | Present Mic', 'Protective Yamada Hizashi | Present Mic', 'Pretending to be quirkless', 'Selectively Mute Shinsou Hitoshi']",Completed,6,1,"When Aizawa Shouta was 23, he met a boy that gave him a notebook. ... {I wrote this 'cause I got bored since all the Quirkless and kind of Quirkless fanfiction I could find was about Midoriya being a villain.}",True,3
He Always Hid in the Shadows,todorokisdeku (orphan_account),https://archiveofourown.org/works/27727354,https://archiveofourown.org/downloads/27727354/title.epub,AO3W_27727354,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku & Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight & Midoriya Izuku', 'Midoriya Izuku & Tsukauchi Naomasa', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Todoroki Shouto', 'Mineta x consequences :)']","['Midoriya Izuku', 'Midoriya Inko', 'Midoriya Hisashi', 'Bakugou Katsuki', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'Nedzu (My Hero Academia)', 'Tsukauchi Naomasa', 'Kayama Nemuri | Midnight', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', ""Todoroki Shouto's Siblings"", 'Todoroki Rei', 'Uraraka Ochako', 'Iida Tenya', 'Iida Tensei | Ingenium', 'Kirishima Eijirou', 'Kaminari Denki', 'Mineta Minoru', 'Ashido Mina', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Hatsume Mei', 'Maijima Higari | Power Loader', 'League of Villains (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Dabi (My Hero Academia)', 'Toga Himiko', 'Sako Atsuhiro | Mr. Compress', 'Bubaigawara Jin | Twice', 'Sensei | All For One', 'Akaguro Chizome | Stain', 'Shuuzenji Chiyo | Recovery Girl', 'Kurogiri (My Hero Academia)', 'Takami Keigo | Hawks']","['Abusive Midoriya Inko', 'Abusive Midoriya Hisashi', 'Quirkless Midoriya Izuku', ""Midoriya Inko's Bad Parenting"", ""Midoriya Hisashi's Bad Parenting"", 'Homeless Midoriya Izuku', 'Angry Bakugou Katsuki', 'okay sorry the next tags are kinda spoilers', 'also sorry I’m gonna make Izuku hurt', 'Depressed Midoriya Izuku', 'Sad Midoriya Izuku', 'Suicidal Midoriya Izuku', 'Panic Attacks', 'Midoriya Izuku is Bad at Feelings', 'Reckless Midoriya Izuku', 'Midoriya Izuku Does Not Have One for All Quirk', 'Midoriya Izuku Needs A Hug', 'Vigilante Midoriya Izuku', 'Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder', 'Midoriya Izuku is a Little Shit', 'BAMF Midoriya Izuku', 'Midoriya Izuku is a Mess', 'Midoriya Izuku is a Good Friend', 'Parental Aizawa Shouta | Eraserhead', 'Aizawa Shouta | Eraserhead Adopts Midoriya Izuku', 'Dadzawa - An Aizawa Shota Zine', 'Dadzawa', 'Dadmic', 'Parental Yamada Hizashi | Present Mic', 'Married Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'sorry there is a lot of tags', 'i just learned how to tag and I went overboard', 'btw I will add relationship tags later but I might do', 'ShinDeku', 'or - Freeform', 'tododeku - Freeform', 'this is my first fic', 'Sorry if it’s bad', 'um I’ll stop :)', 'Oops I forgot two more', 'Yagi Toshinori | All Might Bashing', 'Yamada Hizashi | Present Mic Adopts Midoriya Izuku', 'Shinsou Hitoshi Replaces Mineta Minoru']",Updated,17,1,"When Izuku turned four he was diagnosed quirkless. His life has been going downhill ever since. * advertisement voice * If you are looking for a sad, fluffy, depressing, angsty dadzawa fic with a vigilante Izuku then you have come to the right place. This fic will also include all might being a dick and Izuku doesn’t get one for all. Thank you for listening (о´∀`о)",False,2
Ghosting [DISCONTINUED],HeartBandages,https://archiveofourown.org/works/27986967,https://archiveofourown.org/downloads/27986967/title.epub,AO3W_27986967,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Class 1-A & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Other Relationship Tags to Be Added', 'Minor or Background Relationship(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Asui Tsuyu/Uraraka Ochako', 'Bakugou Katsuki/Kirishima Eijirou', 'Iida Tenya/Jirou Kyouka/Yaoyorozu Momo']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)', 'Shinsou Hitoshi', 'Eri (My Hero Academia)', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'League of Villains (My Hero Academia)', 'Background & Cameo Characters', 'Midoriya Hisashi', 'Midoriya Inko', 'Nedzu (My Hero Academia)', 'Todoroki Shouto', 'Kouda Kouji']","['Vigilante Midoriya Izuku', 'Depressed Midoriya Izuku', 'Midoriya Izuku Has One for All Quirk', 'Midoriya Izuku Has ADHD', 'Dabi is Todoroki Touya', 'Autistic Aizawa Shouta | Eraserhead', 'Deaf Yamada Hizashi | Present Mic', 'Deaf Bakugou Katsuki', 'Shinsou Hitoshi is in Class 1-A', 'Aizawa Shouta | Eraserhead Adopts Shinsou Hitoshi', 'Dadzawa - An Aizawa Shota Zine', 'Vigilante Dabi (My Hero Academia)', 'Vigilante Toga Himiko', 'Shinsou Hitoshi Replaces Mineta Minoru', 'Implied/Referenced Suicide', 'Suicide Attempt', 'Implied/Referenced Self-Harm', 'Emotional/Psychological Abuse', ""Midoriya Inko's Bad Parenting"", 'Midoriya Hisashi Being an Asshole', 'Aizawa Shouta | Eraserhead Adopts Eri', 'Married Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Angst with a Happy Ending', 'Midoriya Izuku & Shinsou Hitoshi Friendship', 'Nedzu Training Midoriya Izuku', 'Parental Nedzu (My Hero Academia)', 'Other Additional Tags to Be Added', 'Genderqueer Character', 'Child Abuse', 'Midoriya Izuku Gets Therapy', 'Queerplatonic Relationships', 'Ceiling vent goblins', 'No i will not specifiy', 'Just kidding shinsou learns to go through the vents and teaches izuku', 'Midoriya Izuku-centric', 'Kouda Kouji is a Ray of Sunshine', 'Lots of redemption arcs and a happy ending because im too stressed to have a sad ending stfu', 'Oh yeah spoilers but', 'Toogata Mirio Has a Quirk', '....... eventually :)', 'Ok im done with tags there are too many already but i swear this is decent', 'Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder', 'Ableism', 'Cigarettes', 'Underage Smoking', 'Eating Disorders', 'Only mentioned though', 'Abandoned Work - Unfinished and Discontinued']",Updated,40,1,"When Midoriya Izuku wants something, he figures out how to get it. Maybe it's not the best coping mechanism, but being the class clown (and class vigilante, although nobody knows that yet) has proven to be the best way for a quirkless freak to get some sort of positive affirmation. Yeah, he's useless, but at least he's funny. As the vigilante Ghost, he meets Eraserhead and saves civilians during daring escapades. But as the newly-quirked Izuku, his abusive father has come back and everyone in UA seems to hate him for making jokes. In other words; follow Izuku on his adventures through UA as he suffers in many various ways! Might include a ship after a while, but will not be romance-oriented. Read the tags for possible TWs! !!!!  //this is not my original story; a friend of mine came up with the idea and most of the plot\\ !!!! DISCONTINUED",False,2
Semi-Truth,orphan_account,https://archiveofourown.org/works/28574205,https://archiveofourown.org/downloads/28574205/title.epub,AO3W_28574205,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Bakugou Katsuki']","['Quirkless Midoriya Izuku', 'Sad Midoriya Izuku', 'Bakugou Katsuki Swears A Lot', 'Yagi Toshinori | All Might is a Bad Teacher', 'Midoriya Izuku Needs A Hug', 'Midoriya Izuku Does Not Have One for All Quirk', 'Hatsume Mei is a Good Friend', 'Hatsume Mei & Midoriya Izuku are Best Friends', 'Genius Midoriya Izuku', 'Midoriya Izuku is a Nerd', 'Uraraka Ochako is a Good Friend', 'BAMF Uraraka Ochako', 'BAMF Hatsume Mei', 'BAMF Midoriya Izuku', 'Sports Festival Arc (My Hero Academia)', 'Class 1-A Shenanigans (My Hero Academia)']",Updated,14,1,Izuku Midoriya wants to be a hero but he's quirkless. At least he has his new best friend and plenty of determination! Right. (it'll be fine) HIATUS FOR THE FORSEEABLE FUTURE,False,2
Baby Izuku Midoriya Protection Squad is Now Hiring,Alice_in_Marvelous_Land,https://archiveofourown.org/works/28385496,https://archiveofourown.org/downloads/28385496/title.epub,AO3W_28385496,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Everyone', 'Class 1-A & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Class 1-A']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Todoroki Shouto', 'Bakugou Katsuki', 'Uraraka Ochako', 'Asui Tsuyu', 'Ashido Mina', 'Kaminari Denki', 'Kirishima Eijirou', 'Iida Tenya', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Yagi Toshinori | All Might', 'Hagakure Tooru', 'Sero Hanta', 'Ojiro Mashirao', 'Class 1-A (My Hero Academia)', 'Fukukado Emi | Ms. Joke', 'Satou Rikidou', 'Tokoyami Fumikage', 'Aoyama Yuuga', 'Kayama Nemuri | Midnight', 'Yamada Hizashi | Present Mic', 'Ishiyama Ken | Cementoss', 'Shuuzenji Chiyo | Recovery Girl', 'Kan Sekijirou | Vlad King', 'Thirteen (My Hero Academia)', 'Nedzu (My Hero Academia)', 'Shinsou Hitoshi', 'Snipe (My Hero Academia)', 'Kouda Kouji', 'Shouji Mezou']","['De-Aging Quirk (My Hero Academia)', 'Dadzawa', 'Parental Aizawa Shouta | Eraserhead', 'De-Aged Midoriya Izuku', 'Cute Midoriya Izuku', 'Kid Midoriya Izuku', 'Midoriya Izuku Needs A Hug', 'Midoriya Izuku is a Ray of Sunshine', 'Ashido Mina is a Good Friend', 'Protective Class 1-A (My Hero Academia)', 'Supportive Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead Needs a Break', 'Aizawa Shouta | Eraserhead is a Good Teacher', 'Midoriya Izuku Protection Squad', 'Aizawa Shouta | Eraserhead Needs a Vacation', 'Protective Aizawa Shouta | Eraserhead', 'Minor Midoriya Izuku/Todoroki Shouto', 'Class 1-A Shenanigans (My Hero Academia)', ""Midoriya Inko's Bad Parenting"", 'Jirou Kyouka Swears', 'Protective Bakugou Katsuki', 'Bakugou Katsuki Swears A Lot', 'Iida Tenya is a Good Friend', 'Class 1-A Friendship (My Hero Academia)', 'Class 1A is full of gays', 'Maybe I Add some relationships', 'I have nothing planned', 'Minor Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic is Possible', 'Aizawa Shouta | Eraserhead is Bad at Feelings', 'Established Midoriya Izuku/Todoroki Shouto', 'The teachers share one braincell', 'The teachers adopt Izuku Midoriya', 'Goodbye Inko', 'Dadzawa - An Aizawa Shota Zine', 'People are finding this funny so I guess', 'Crack Treated Seriously']",Updated,11,1,"After a villain attack, Izuku Midoriya is now a five year old kid and Aizawa and Class 1A  have to take care of him. Aizawa discovers some secrets and starts caring about Midoriya more than he would ever thought he could. How will class 1A react? Will Midoriya survive? Will Aizawa get any sleep? Follow the adventures of a dad in denial, a group of teachers with 0 brain cells, and the chaotic babysitters that 1A are.",False,2
Black Rabbit *Old Version* *Being Rewritten*,TheFoggyLondonView,https://archiveofourown.org/works/18185735,https://archiveofourown.org/downloads/18185735/title.epub,AO3W_18185735,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Hatsume Mei & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Shinsou Hitoshi & Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Midoriya Izuku & Nedzu', 'Midoriya Izuku & Takami Keigo | Hawks', 'Dabi | Todoroki Touya & Midoriya Izuku']","['Midoriya Izuku', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Hatsume Mei', 'Ashido Mina', 'Shinsou Hitoshi', 'Tokoyami Fumikage', 'Uraraka Ochako', 'Nezu', 'Maijima Higari | Power Loader']","['Vigilante Midoriya Izuku', 'Support Department Midoriya Izuku', 'Midoriya Izuku is Black Rabbit', 'Parental Aizawa Shouta | Eraserhead', 'Quirkless Midoriya Izuku', 'Gay Panic', 'and they were roommates... oh my god they were roommates', 'Midoriya Izuku is a Ray of Sunshine', 'Todoroki Shouto is a Dork', ""Todoroki Enji | Endeavor's Bad Parenting"", 'Mentioned Todoroki Enji | Endeavor', 'Running Away', 'Other Additional Tags to Be Added', 'Other additional characters to be added', 'Rating May Change', 'Genius Midoriya Izuku', 'BAMF Midoriya Izuku', 'Snarky Midoriya Izuku', 'Good Parent Midoriya Hisashi', 'Dead Midoriya Inko', 'Don’t copy to another site', 'Midoriya Izuku is Bad at Feelings', 'Yagi Toshinori | All Might Bashing', 'Aizawa Shouta | Eraserhead Adopts Shinsou Hitoshi', 'Protective Aizawa Shouta | Eraserhead', 'Shinsou Hitoshi is in Class 1-A', 'Pining Todoroki Shouto', 'Todoroki Shouto is a Good Friend', 'Protective Todoroki Shouto', 'Aizawa Shouta | Eraserhead Adopts Midoriya Izuku', 'Podficing NOT allowed']",Updated,39,1,"For most people, waking up in the secret base of one of Japan's most wanted vigilantes would probably be terrifying. For Shouto Todoroki it ends up being first stroke of luck he's ever had. Black Rabbit is nothing like the rumors and ends up being his first real friend. For once in his life Todoroki feels like someone actually cares about and supports him, Black rabbit going as far as to get him a new identity so he wouldn't have to go back to Endeavor. It also helps that, on top of being the embodiment of sunshine personality wise, under the mask Black Rabbit is the gosh darn cutest boy Todoroki has ever laid eyes on. Izuku Midoriya is the vigilante known as Black Rabbit. Pros all over Japan have tried to catch him but all have failed. Nothing is known about him and he's been doing this for years, living in his secret base alone. He never had a friend until he rescued Todoroki. It's a relief and a blessing to finally have someone who knows him out of the mask and likes him as a person. There's a personal connection and closeness between them that he's never had before and he'll follow it as far as it takes him. Now if they can only keep their respective identities a secret while attending UA",False,2
Groomed,Moirai,https://archiveofourown.org/works/21645415,https://archiveofourown.org/downloads/21645415/title.epub,AO3W_21645415,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Uraraka Ochako', 'Midoriya Inko', 'Yagi Toshinori | All Might', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Sero Hanta', 'Tokoyami Fumikage', 'Hagakure Tooru', 'Ashido Mina', 'Kaminari Denki', 'Kirishima Eijirou', 'Kayama Nemuri | Midnight', 'Asui Tsuyu']","['Protective Aizawa Shouta | Eraserhead', 'Protective Yamada Hizashi | Present Mic', 'Non-Consensual Touching', 'Implied/Referenced Child Abuse', 'Post-Traumatic Stress Disorder - PTSD', 'Kidnapping', 'Stalking', 'dadmight', 'Dadmic', 'Dadzawa', 'protective friends', 'Lots of Hurt', 'Angst and Hurt/Comfort', 'Revenge', 'Aizawa will murder anyone who touches his kids', 'mineta is insensitive', 'Implied/Referenced Rape/Non-con', 'Rape/Non-con Elements', 'Self-Harm']",Completed,30,1,"Izuku is out on a shopping trip with his class when bumps into someone he thinks he can befriend and look up to - a famous wealthy man that develops support technology. He claims to be a big fan of Izuku after watching the Sports Festival and will do anything to help him on his path to becoming a pro-hero. With promises of free gear and future connections, Midoriya and the stranger exchange contact information. When the semester starts and the class moves into the dorms, things are going great. Gradually, things start to take a turn as the man asks more and more personal things from him- even asking Izuku to meet him alone outside of school. Izuku's mood changes and he becomes more and more withdrawn. Despite alarm bells going off in his head, Izuku still maintains contact with the guy. Can his classmates and teachers save him from the ill-intentions of the older man? Can they help him recover from the man's lasting trauma?",True,3
Worthless Necessity,Kirityu_Ryukaro,https://archiveofourown.org/works/21841063,https://archiveofourown.org/downloads/21841063/title.epub,AO3W_21841063,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Midoriya Izuku/Shinsou Hitoshi']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Nezu', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Monoma Neito', 'Iida Tenya', 'Uraraka Ochako', 'Kouda Kouji']","['Animals With Quirks (My Hero Academia)', 'Implied/Referenced Suicide', 'Implied/Referenced Child Abuse', 'Bullying', 'Parental Nedzu (My Hero Academia)', 'Midoriya Izuku Does Not Have One for All Quirk', 'Midoriya Izuku Has a Quirk', 'Depression', 'Self-Harm', 'Vigilante Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi Friendship', 'Aizawa Shouta | Eraserhead and Yamada Hizashi | Present Mic Adopt Shinsou Hitoshi', 'Attempted Suicide', 'Suicide', 'Implied/Referenced Character Death', 'Implied/Referenced Self-Harm', 'Implied/Referenced Torture', 'Blood and Injury', 'Blood and Violence', 'BAMF Midoriya Izuku', 'Midoriya Izuku is a Dork', 'Midoriya Izuku is Bad at Feelings', 'Post-Traumatic Stress Disorder - PTSD', 'Psychological Trauma', 'Childhood Trauma', 'Medical Trauma', 'Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder', 'Friendship', 'Shinsou Hitoshi is in Class 1-A', 'Protective Midoriya Izuku', 'Protective Shinsou Hitoshi', 'Protective Nedzu (My Hero Academia)', 'Dabi is Todoroki Touya', 'Soft Midoriya Izuku', 'Soft Shinsou Hitoshi', 'Iida Tenya is a Good Friend', 'Uraraka Ochako is a Good Friend', 'Soft Shinsou Hitoshi/Midoriya Izuku', 'Good Parent Midoriya Hisashi', 'Hero Midoriya Hisashi', 'Good Parent Midoriya Inko', 'Shinsou Hitoshi is Bad at Feelings', 'Quirk Discrimination (My Hero Academia)', 'Quirk Shenanigans (My Hero Academia)', 'Survivor Guilt', 'Functionally Quirkless', 'Quirkless Midoriya Izuku', 'Oblivious', 'Misunderstandings', 'Parental Sasaki Mirai | Sir Nighteye', 'Protective Toogata Mirio', 'Toogata Mirio Has One for All Quirk', 'Slow Burn', 'Slow Romance', 'Angst and Hurt/Comfort', 'Heavy Angst', 'Sick Character', 'Mineta Minoru is not homophobic', 'Mineta Minoru is a Decent Human Being', 'Shinsou Hitoshi is a Little Shit', 'Monoma Neito is a Little Shit']",Updated,187,1,"Quirks aren't everything in this world, nor is your family status. Animals are treated less than humans, even though they have the capacity to feel emotions and think for themselves. They're pushed away, merely because they're not human. Nezu? Heck, he's so smart, everyone's scared of what would happen if they got on his bad side. Half the society, at the very least, still think that he's just an animal. Midoriya? No quirk, he's ranked even lower, less than human. At least Nezu still had a quirk. At least, that's what they thought. Warning: This fic contains depression, suicide, self harm, etc.",False,2
A Leap of Faith,IcarusIsFalling,https://archiveofourown.org/works/29139156,https://archiveofourown.org/downloads/29139156/title.epub,AO3W_29139156,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Kirishima Eijirou']","['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Inko', 'Todoroki Enji | Endeavor', 'Kirishima Eijirou']","['Hurt/Comfort', 'Fluff and Angst', 'Depressed Midoriya Izuku', 'Suicidal Thoughts', 'Suicide Attempt', 'Implied/Referenced Self-Harm', 'Bakugou Katsuki is Bad at Feelings', 'Midoriya Izuku Needs A Hug', 'Todoroki Shouto Needs a Hug', 'Todoroki Shouto is Bad at Feelings', ""Todoroki Enji | Endeavor's Bad Parenting"", 'Depressed Bakugou Katsuki', 'No Smut', 'No Spoilers']",Updated,5,1,"Izuku Midoriya has had enough, so he decides to do it. He decides to jump. After being saved by a few of his classmates, Midoriya now has to talk through his feelings and admit that he needs help. Along the way he'll find out more about himself, his friends, and the dark side of being a hero. Perhaps he'll even find some hidden feelings for his classmate?",False,2
No Rest for the Weariest of Us (Rewrite),orphan_account,https://archiveofourown.org/works/21484981,https://archiveofourown.org/downloads/21484981/title.epub,AO3W_21484981,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Bakugou Katsuki', 'Kayama Nemuri | Midnight', 'Nezu', 'Class 1-A (My Hero Academia)', 'Tsukauchi Naomasa']","['trigger warning', 'Parental Aizawa Shouta | Eraserhead', 'Parental Yamada Hizashi | Present Mic', 'Aunt Kayama Nemuri | Midnight', 'Bully Bakugou Katsuki', 'Bakugou Katsuki sucks', 'Self-Harm', 'Implied/Referenced Self-Harm', 'Suicidal Thoughts', 'Suicide Attempt', 'Depression', 'Depressed Midoriya Izuku', 'Worried Aizawa Shouta | Eraserhead', 'Worried Yamada Hizashi | Present Mic', 'Quirkless Midoriya Izuku', 'Midoriya Izuku Does Not Have One for All Quirk', 'Insomnia', 'BAMF Midoriya Izuku', 'Smart Midoriya Izuku', 'Nezu tutors Izuku Midoriya', 'but only later on', ""they'll take over countries together if left alone"", 'Bakugou Katsuki Being an Asshole', 'Angst', 'Cats', 'Mental Health Issues', 'Tags May Change', 'Tags Are Hard', 'everyone is ooc', 'Midoriya Izuku Needs A Hug', 'Midoriya Izuku Needs Therapy', 'Mentor Aizawa Shouta | Eraserhead', 'Dead Midoriya Inko', 'Child Abuse', 'Child Neglect', 'Abused Midoriya Izuku', 'Abused Shinsou Hitoshi']",Updated,12,1,"Izuku Midoriya has not had a pleasant life in a very long time. He's orphaned, (nearly) friendless, bullied, depressed, and suicidal. He keeps getting in to fights to stop crimes, and the police station see him way more than they wish they did. One particular detective is tired of seeing him there and just wants the kid to get some help. During one of the many times he's in the police station for questioning, the orphanage he lives at is discovered to be discriminatory, and is shut down for investigation. All the kids had to be put somewhere else - that somewhere else for Izuku just so happens to be with the pro-hero and teacher, Eraserhead, who he had gotten to know after seeing him so many times. Now, he's stuck with an exhausted, homeless-looking man, that man's cats, and the man's  loud, excitable, and way too friendly boyfriend, who also has managed to host a radio show while being both a pro-hero and teacher. Things are uncovered, family is found, help is gotten, and Izuku just wants some damn sleep.",False,2
