Title,Author,url,download,ID,Fandom Tags,Relationship Tags,Character Tags,Additional Tags,Status,Chapter Count,Current Chapter,Summary,Completed,Category_ID
Cat Days,GriffinRose,https://archiveofourown.org/works/25592122,https://archiveofourown.org/downloads/25592122/title.epub,AO3W_25592122,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Iida Tenya & Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku']","['Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Yamada Hizashi | Present Mic', 'Midoriya Inko', 'Midoriya Hisashi', 'Iida Tenya', 'Bakugou Katsuki', 'Todoroki Shouto', 'Shinsou Hitoshi', 'Uraraka Ochako', 'Asui Tsuyu', 'Kouda Kouji', 'Class 1-A (My Hero Academia)', 'Eri (My Hero Academia)', 'Chisaki Kai | Overhaul', 'Toogata Mirio', 'Sasaki Mirai | Sir Nighteye']","['Dead Midoriya Inko', ""Midoriya Hisashi's Bad Parenting"", 'Abusive Midoriya Hisashi', 'Canon-Typical Violence', 'Parental Aizawa Shouta | Eraserhead', 'Parental Yamada Hizashi | Present Mic', 'Shapeshifting', 'Midoriya Izuku Does Not Have One for All Quirk', 'Adoption', 'Foster Care', 'Quirk Shenanigans (My Hero Academia)', 'Kid Midoriya Izuku', 'Canon What Canon', ""don't know her"", 'Neglect', 'Child Neglect', 'Implied/Referenced Child Abuse', 'Child Abuse', 'Muzzles', 'Headaches & Migraines', 'Sick Character', 'Grief/Mourning', 'Hospitals', 'Broken Bones', 'Kidnapping', 'Nighteye is a jerk', 'Overhaul Arc (My Hero Academia)', 'Mirio is a bamf', 'Nightmares', 'Hurt/Comfort', 'hand waving legal stuff', ""it's my world I get to decide how the legal process works"", 'Therapy', 'Complete']",Completed,13,1,"Izuku has a shapeshifting quirk. He's not the best at controlling it, especially under stress. So when tragedy strikes and he gets lost in the city, he's stuck as a cat. At least he found a nice underground hero to take him in?",True,3
"Eri finds out, so everyone finds out, and so you can feel safe",CoCoablossomfan5,https://archiveofourown.org/works/25492231,https://archiveofourown.org/downloads/25492231/title.epub,AO3W_25492231,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Eri & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'No Romantic Relationship(s)']","['Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Eri (My Hero Academia)', 'U.A. Faculty (My Hero Academia)', ""U.A.'s Big Three (My Hero Academia)"", 'Midoriya Inko']","['Dadzawa - An Aizawa Shota Zine', 'Parental Aizawa Shouta | Eraserhead', 'Hurt/Comfort', 'Midoriya Izuku Needs A Hug', 'Past Bullying', 'Parental Yagi Toshinori | All Might', 'dadmight', 'Bakugou Katsuki Faces Consequences', 'Aizawa Shouta | Eraserhead Adopts Midoriya Izuku', 'Aizawa Shouta | Eraserhead Adopts Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead Adopts Eri', ""Midoriya Hisashi's Bad Parenting"", 'Bad Parent Midoriya Inko', 'But she wants to get better', 'So she tries', 'Bakugou Katsuki is Bad at Feelings', 'He gets better', 'Hurt Midoriya Izuku', 'Dekusquad (My Hero Academia) - Freeform', 'Mineta Minoru is Expelled from U.A. High School', 'Shinsou Hitoshi Replaces Mineta Minoru', 'Tags May Change', 'Other Additional Tags to Be Added', 'Uncle Yamada Hizashi | Present Mic', 'Aunt Kayama Nemuri | Midnight', 'also', 'Good Parent Midoriya Inko', 'maybe? - Freeform']",Completed,20,1,"Eri has questions about Deku's scars, which causes his teachers and his classmates to dig deeper into his past. -I don't own bnha, Kōhei Horikoshi does.",True,3
Love Me Dead,SpicyButrrMan,https://archiveofourown.org/works/27704641,https://archiveofourown.org/downloads/27704641/title.epub,AO3W_27704641,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'League of Villains & Midoriya Izuku', 'Midoriya Izuku & Toga Himiko', 'Dabi & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Eri & Midoriya Izuku', 'Kaminari Denki/Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Eri (My Hero Academia)', 'Chisaki Kai | Overhaul', 'Midoriya Hisashi', 'League of Villains (My Hero Academia)', 'Dabi (My Hero Academia)', 'Toga Himiko', 'Shinsou Hitoshi', 'Shie Hassaikai | Eight Precepts of Death', 'Kurogiri (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko']","['Abusive Midoriya Hisashi', 'Adopted Eri (My Hero Academia)', 'Eri Needs a Hug (My Hero Academia)', 'Midoriya Izuku Has a Quirk', 'Midoriya Izuku Does Not Have One for All Quirk', 'Dead Midoriya Hisashi', 'Protective Bakugou Katsuki', 'Midoriya Izuku Needs A Hug', 'Abused Midoriya Izuku', 'Kidnapped Midoriya Izuku', 'Vigilante Midoriya Izuku', 'not really tho', 'Dadzawa', 'Oblivious Yagi Toshinori | All Might', 'Yagi Toshinori | All Might Bashing', 'Dead Midoriya Inko', 'this is my first fic the grammar is gonna be horrible please dont bully me', 'BAMF Midoriya Izuku', 'Sassy Midoriya Izuku', 'Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder']",Updated,9,1,"At the age of 13 Midoriya Izuku and his little sister, Eri goes missing and are presumed dead. 2 years later he shows up in Katsuki's classroom with hundreds of new scars and PTSD. Or: Izuku is sold to the Shie Hassaikai to be used as a test subject for Trigger. and dadzawa helps him escape",False,2
I'm Here to Help,Yaystories333,https://archiveofourown.org/works/29137101,https://archiveofourown.org/downloads/29137101/title.epub,AO3W_29137101,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kayama Nemuri | Midnight & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Class 1-A & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Sasaki Mirai | Sir Nighteye', 'Not all of them are romantic', 'Midoriya Izuku & Yaoyorozu Momo']","['Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Todoroki Family (My Hero Academia)', 'Pro Heroes - Character', 'basically evey character from my hero academia']","[""Midnight is Momo's mom"", 'Dabi is Todoroki Touya', ""Midnight is Midoriya's Mom"", 'Momo and Midoriya are siblings', 'Aizawa Shouta | Eraserhead and Yamada Hizashi | Present Mic Adopt Shinsou Hitoshi', 'Protective Class 1-A (My Hero Academia)', 'Class 1-A Shenanigans (My Hero Academia)', 'Shinsou Hitoshi is in Class 1-A', 'Class 1-B Shenanigans (My Hero Academia)', 'Midoriya Izuku Has a Quirk', 'Cute Midoriya Izuku', 'Midoriya Izuku Does Not Have One for All Quirk', 'Midoriya Izuku is a Ray of Sunshine', 'Midoriya Izuku is Good With Kids', 'Class 1-a tries to impress Izuku but fails', 'Midoriya Izuku is a Good Friend', 'izuku is a badass', 'Pansexual Midoriya Izuku', 'Dead Midoriya Inko']",Updated,45,1,"When Izuku was 6 his family was attacked by a villain. When the police showed up to help they found out Izuku had a healing and comforting quirk. With both parents dead Izuku was adopted by Midnight the R-rated pro hero. He soon became Recovery girl’s prodigy. Izuku is always smiling and always speaks in a soft tone, even when he’s angry. (Which makes you feel like you’re being yelled at in lower case) Izuku gets into U.A and after All Might failed to prevent his students from being injured during a training exercise, Izuku tags along to heal and comfort  them if they get hurt. Izuku looks very helpless and Class 1-A wants to protect him. Little did they know the absolute demon Izuku could be. (Basically Class 1-A wants to impress a cute nurse but fails over and over again. Izuku is nice but scary and he yells at All Might for his reckless teaching. Especially when it comes to Mirio)",False,2
Calm Waters Cafe (BEING REWRITTEN),Zi_Xi_Zy,https://archiveofourown.org/works/24254542,https://archiveofourown.org/downloads/24254542/title.epub,AO3W_24254542,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Uraraka Ochako', 'Midoriya Izuku & Shinsou Hitoshi', 'Iida Tenya & Midoriya Izuku', 'Ashido Mina & Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Hatsume Mei/Midoriya Izuku', 'Midoriya Izuku & Yaoyorozu Momo', 'Class 1-A & Midoriya Izuku', 'Asui Tsuyu/Uraraka Ochako', 'Bakugou Katsuki/Kirishima Eijirou', 'Iida Tenya & Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku/Yaoyorozu Momo']","['Midoriya Izuku', 'Midoriya Inko', 'Todoroki Shouto', 'Iida Tenya', 'Ashido Mina', 'Uraraka Ochako', 'Asui Tsuyu', 'Hatsume Mei', ""Hatsume Mei's Father"", 'Yaoyorozu Momo', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)', 'Bakugou Katsuki', 'Kirishima Eijirou']","['U.A. is a University (My Hero Academia)', 'U.A. Dorms (My Hero Academia)', 'Midoriya Izuku Does Not Go to U.A. High School', 'Midoriya Izuku Does Not Have One for All Quirk', 'Shinsou Hitoshi Replaces Mineta Minoru', 'Quirkless Midoriya Izuku', 'Midoriya Izuku Needs A Hug', 'Midoriya Izuku is a Nerd', 'BAMF Midoriya Izuku', 'Iida Tenya is a Good Friend', 'Protective Iida Tenya', 'Protective Yaoyorozu Momo', 'Ashido Mina is a Good Friend', 'Autistic Asui Tsuyu', 'Autistic Iida Tenya', 'Autistic Midoriya Izuku', 'Autistic Todoroki Shouto', 'Protective Class 1-A (My Hero Academia)', 'Hatsume Mei & Midoriya Izuku are Best Friends', 'Fluff and Angst', 'Barista Midoriya Izuku', 'Tall Midoriya Izuku', 'Midoriya Izuku Wears Glasses']",Updated,4,1,"After years of hearing others constantly tear down my dream, I decided it’d be best to listen. If I can’t be a quirkless hero, I’ll be an everyday hero. Inko Midoriya decided she'll help Izuku become a hero another way; they own a cafe and Class 1-A of Yuuei University quickly become their favorite customers.",False,2
The Capture Scarf Caper,DarkWolfMoon,https://archiveofourown.org/works/26256946,https://archiveofourown.org/downloads/26256946/title.epub,AO3W_26256946,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Uraraka Ochako', 'Midoriya Inko & Midoriya Izuku', 'Iida Tenya & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Bakugou Katsuki', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Iida Tenya', 'Nedzu (My Hero Academia)', 'Yamada Hizashi | Present Mic', 'Thirteen (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Kurogiri (My Hero Academia)', 'Noumu (My Hero Academia)']","['Quirkless Midoriya Izuku', 'Fake Quirk AU', 'Midoriya Izuku Does Not Have One for All Quirk', 'Supportive Midoriya Inko', 'Bakugou Katsuki Goes to Therapy', 'Gaming the system - BnHA style', 'Quirk bias', 'as in people assume that something extraordinary is a quirk', 'Smart Midoriya Izuku', 'Uraraka Ochako is a Good Friend', 'Iida Tenya is a Good Friend', 'Midoriya Izuku is a Good Friend', 'Alternate Universe - Canon Divergence']",Updated,14,1,"Izuku found Eraserhead's capture scarf in an alleyway while trying to find the man himself and decided to take it home. They say imitation is the highest form of flattery, so hopefully the hero won't be too upset if he ever finds out about it. In the meantime, Izuku might just be able to become a hero without a quirk, so he's certainly going to try.",False,2
How to Pretend,Red_127,https://archiveofourown.org/works/28788246,https://archiveofourown.org/downloads/28788246/title.epub,AO3W_28788246,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi']","['Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Yoichi | First One For All User (My Hero Academia)']","['Implied/Referenced Suicide', 'Suicidal Thoughts', 'Depressed Midoriya Izuku', 'Child Neglect', 'Midoriya Izuku Has One for All Quirk', 'Midoriya Izuku Needs A Hug', 'Other Additional Tags to Be Added', 'Not Beta Read', 'Sentient One For All Quirk (My Hero Academia)', 'Mental Health Issues', 'Yagi Toshinori | All Might is Bad at Feelings', 'Shinsou Hitoshi is in Class 1-A', 'the adults are trying their best']",Updated,4,1,"Midoriya has struggled in secret with depression for the majority of his life. Some days, he wants to stay at UA and that's enough to get by. When it stops being enough, he has plans, he's prepared. When a perfect storm of things happens and Izuku has nothing to hold onto, who will save him?",False,2
i write sins not tragedies,orphan_account,https://archiveofourown.org/works/29453151,https://archiveofourown.org/downloads/29453151/title.epub,AO3W_29453151,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)', 'Midoriya Hisashi']","[""Midoriya Hisashi's Bad Parenting"", 'Abusive Midoriya Hisashi', 'Past Child Abuse', 'Protective Class 1-A (My Hero Academia)', 'Protective Bakugou Katsuki', 'Getting Together', 'Protective Aizawa Shouta | Eraserhead', 'Friends to Lovers', 'Angst', 'Nightmares', 'Post-Traumatic Stress Disorder - PTSD', 'Midoriya Izuku Has a Quirk', 'Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder', 'Midoriya Izuku Needs A Hug', 'Bakugou Katsuki Swears A Lot', 'Bakugou Katsuki is Bad at Feelings', 'Bakugou Katsuki & Midoriya Izuku Friendship', 'Midoriya Izuku is a Mess', 'Bisexual Midoriya Izuku', 'Gay Disaster Midoriya Izuku', 'Gay Disaster Bakugou Katsuki', 'Midoriya Izuku is a Dork', 'Parental Aizawa Shouta | Eraserhead', 'Wingman Ashido Mina', 'Wingman Kirishima Eijirou', 'Wingman Kaminari Denki', 'Wingman Sero Hanta', 'Midoriya Izuku Protection Squad', 'Bakusquad (My Hero Academia) - Freeform', 'Supportive Bakusquad (My Hero Academia)', 'Bakusquad Shenanigans (My Hero Academia)', 'Dekusquad (My Hero Academia) - Freeform', 'Supportive Dekusquad (My Hero Academia)', 'Wingman Uraraka Ochako', 'Supportive Class 1-A (My Hero Academia)', 'Boyfriends', 'Dadzawa - An Aizawa Shota Zine', 'Protective Yagi Toshinori | All Might', 'POV Alternating', 'POV Aizawa Shouta | Eraserhead', 'POV Kirishima Eijirou', 'POV Midoriya Izuku', 'Post-Episode: s04e27 The Mall', 'Class 1-A as Family (My Hero Academia)', 'Worried Aizawa Shouta | Eraserhead', 'Worried Class 1-A (My Hero Academia)', 'Midoriya Hisashi Being an Asshole', 'Idiots in Love', 'Good Parent Midoriya Inko', 'Protective Midoriya Inko', 'Worried Midoriya Inko', 'Midoriya Inko Needs a Hug', 'Shinsou Hitoshi is in the Dekusquad', 'Asui Tsuyu is in the Dekusquad', 'Protective Dekusquad (My Hero Academia)', 'Panic Attacks', 'Midoriya Izuku Has Panic Attacks', 'Triggers', 'Class 1-A Shenanigans (My Hero Academia)', 'Ashido Mina is a Good Friend', 'Uraraka Ochako is a Good Friend', 'Kirishima Eijirou is a Good Friend', 'Aizawa Shouta | Eraserhead is a Good Teacher', 'Childhood Friends', 'Childhood Trauma', 'Class 1-A Dorms (My Hero Academia)']",Updated,6,1,"[""What the fuck did the bastard want?"" he growled, plucking Izuku's phone from his hand to see the call log. ""He wanted to see me,"" he sniffled, voice wobbly. Bakugou scoffed. ""Like hell he will. I'll teach that ass a lesson."" Kacchan didn't leave his side after that.] OR: Izuku's father is released from prison, and Izuku is forced to face his past.",False,2
❛ᴊᴜsᴛ ᴀ ʙɪᴛ ᴄʟᴏsᴇʀ❜,reesieluvs,https://archiveofourown.org/works/24847213,https://archiveofourown.org/downloads/24847213/title.epub,AO3W_24847213,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kaminari Denki/Midoriya Izuku', 'Ashido Mina/Kirishima Eijirou', 'Aoyama Yuuga & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Aoyama Yuuga & Bakugou Katsuki & Midoriya Izuku']","['Kirishima Eijirou', 'Kaminari Denki', 'Jirou Kyouka', 'Bakugou Katsuki', 'Midoriya Izuku', 'Ashido Mina', 'Sero Hanta', 'Uraraka Ochako', 'Iida Tenya', 'Aoyama Yuuga', 'Todoroki Shouto', 'Asui Tsuyu']","['Secret Relationship', 'Kaminari Denki is a Little Shit', 'Kaminari Denki is a Dork', 'Kaminari Denki Being An Idiot', 'Top Kaminari Denki', 'Bottom Midoriya Izuku', 'Midoriya Izuku is a Ray of Sunshine', 'Midoriya Izuku is Bad at Feelings', 'Midoriya Izuku is So Done', 'Oblivious Kirishima Eijirou', 'Jirou Kyouka is in the Bakusquad', 'Pining Uraraka Ochako', 'Confused Midoriya Izuku', 'Anal Sex', 'Rough Kissing', 'Rough Sex', 'Shower Sex', 'Semi-Public Sex', 'Mild Sexual Content', 'Aged-Up Character(s)', 'Kaminari Denki Swears', 'Kaminari Denki is a Good Significant Other', 'Bisexual Kaminari Denki', 'Midoriya Izuku is a Mess', 'Aoyama Yuuga is a Good Friend', 'Midoriya Izuku & Aoyama Yuuga are Best Friends', 'Minor Ashido Mina/Kirishima Eijirou', 'Asexual Bakugou Katsuki', 'Gay Aoyama Yuuga', 'Sexual Tension', 'Sexual Content', 'Resolved Sexual Tension', 'Midoriya Izuku Needs A Break', 'Bakugou Katsuki & Midoriya Izuku Friendship', 'Minor Bakugou Katsuki & Aoyama Yuuga', 'Horny Kaminari Denki', 'Horny Teenagers', 'Horny Midoriya Izuku', 'Sex 24/7', 'Sex Toys', 'Drunk Sex', 'Rough Oral Sex', 'Oral Sex', 'Gay Sex', 'Gay Panic', 'Midoriya Izuku is Sexually Confused', 'Uraraka Ochaco Has A Crush on Midoriya Izuku', 'Dekusquad (My Hero Academia) - Freeform', 'Oblivious Midoriya Izuku', 'Midoriya Izuku Getting Fucked 24/7', 'Why Is Kaminari Denki so Horny?', ""that's a good question"", ""I Can't Believe I Wrote This"", 'Reluctant Sadist', 'Sadist Kaminari Denki']",Completed,9,1,"‿︵‿︵ʚ˚̣̣̣͙ɞ・❉・ ʚ˚̣̣̣͙ɞ‿︵‿︵ ➽───────────────❥ ☁︎⇢ ❛Jᴜꜱᴛ A Bɪᴛ Cʟᴏꜱᴇʀ❜ ― ☁︎ ― ""Hey Bakubro!  Have you seen Kaminari?"" ""A҉-a҉h҉n҉~ D҉e҉n҉k҉i҉~ m҉-m҉o҉r҉e҉~"" ""Why the fuck would you think to ask me?"" ""S҉h҉h҉.. d҉o҉n҉'t҉ w҉a҉n҉t҉ e҉v҉e҉r҉y҉o҉n҉e҉ t҉o҉ h҉e҉a҉r҉ u҉s҉ r҉i҉g҉h҉t҉?"" ""I don't know man, Sero is with his parents, Ashido is out with the other girls. And he's not in his dorm."" ""M҉m҉m҉... y҉-y҉o҉u҉'r҉e҉ m҉-m҉a҉k҉i҉n҉g҉ t҉h҉a҉t҉ h҉-h҉a҉r҉d҉ a҉h҉..."" ""Then go bother the other extras, Shitty Hair. I'm trying to fucking study as you can see."" ""Y҉o҉u҉'r҉e҉ d҉o҉i҉n҉g҉ r҉e҉a҉l҉l҉y҉ w҉e҉l҉l҉ f҉o҉r҉ m҉e҉, B҉u҉n҉n҉y҉. I҉'m҉ c҉l҉o҉s҉e҉..."" ""Maybe he asked someone to help study. He's been really into his studies for a while, he and Midoriya have been studying together for a while too. Maybe I should go ask him."" ""Now that I said it out loud, he and Midoriya seem much closer than before."" ""D҉-D҉e҉n҉k҉i҉~!"" ""Whatever. The nerd's probably just helping him get better grades and shit. Dunce Face needs it anyways."" ""Go and get him and stop fucking bothering me already, baka."" ― ☁︎ ―",True,3
Title,Author,url,download,ID,Fandom Tags,Relationship Tags,Character Tags,Additional Tags,Status,Chapter Count,Current Chapter,Summary,Completed,Category_ID
a light in the void,kira18,https://archiveofourown.org/works/16623611,https://archiveofourown.org/downloads/16623611/title.epub,AO3W_16623611,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Todoroki Shouto', 'Kirishima Eijirou & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Uraraka Ochako', 'Iida Tenya & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku']","['Class 1-A (My Hero Academia)', 'Shinsou Hitoshi', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Todoroki Shouto', 'Uraraka Ochako', 'Bakugou Katsuki', 'Kirishima Eijirou', 'Iida Tenya', 'Sensei | All For One', 'Shigaraki Tomura | Shimura Tenko']","['Depressed Midoriya Izuku', 'Midoriya Izuku Has One for All Quirk', ""Todoroki Enji | Endeavor's Bad Parenting"", 'Shinsou Hitoshi Needs a Hug', 'Parental Aizawa Shouta | Eraserhead', 'Parental Yagi Toshinori | All Might', 'Suicidal Midoriya Izuku', 'Midoriya Izuku Needs A Hug', 'midoriya inko A+ parent', 'Panic Attacks', 'Dadzawa', 'Hurt/Comfort', 'Fluff and Angst', 'Torture', 'Kidnapping', 'Abused Midoriya Izuku', 'Tortured Midoriya Izuku', 'Abusive Midoriya Inko', 'Dadzawa - An Aizawa Shota Zine', 'Sad Midoriya Izuku']",Completed,40,1,"Life was unfair. Izuku found out just how unfair it was at the tender age of four. quirkless, abused and looked down upon by society and his own mother. this is the story of how he became the greatest hero in the world Or a fic in which izuku is abused and we get to see the ripples that it creates through the universe of ky hero academia and the characters themselves",True,3
So Good To Be Bad,Monkeygirl77,https://archiveofourown.org/works/29653344,https://archiveofourown.org/downloads/29653344/title.epub,AO3W_29653344,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['League of Villains & Midoriya Izuku', 'Dabi & Midoriya Izuku & Shigaraki Tomura | Shimura Tenko & Toga Himiko', 'Kurogiri & Midoriya Izuku', 'Midoriya Izuku & Takami Keigo | Hawks']","['League of Villains (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'Dabi (My Hero Academia)', 'Takami Keigo | Hawks', 'Midoriya Izuku', 'Kurogiri (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Nedzu (My Hero Academia)', 'Original Characters']","['Foster Child Izuku', 'Concerned Shigaraki', 'Remember when Shigaraki threatened Izuku at the mall', 'Curled his hand around his neck', 'Izuku pulled his hand down and pressed it over his heart', 'Told Shiggy to do it', 'He craves Shiggy', 'Parental Kurogiri (My Hero Academia)', 'Parental Takami Keigo | Hawks', 'Toga calls Hawks Izukus daddy', 'Because theyre both birds', 'Winged Midoriya Izuku', 'Midoriya Izuku Has a Quirk', 'Midoriya Izuku Does Not Have One for All Quirk', 'Protective Dabi (My Hero Academia)', 'Protective Shigaraki Tomura | Shimura Tenko', 'Protective Kurogiri (My Hero Academia)', 'Protective Toga Himiko', 'Older Sibling Shigaraki Tomura | Shimura Tenko', 'Older Sibling Dabi (My Hero Academia)', 'Older Sibling Toga Himiko', 'Izuku has one bird daddy', 'One shadow man daddy', 'two older brothers', 'and one older sister', 'Aizawa Shouta | Eraserhead is So Done', 'He totally knows Izuku is in a group chat with the League Of Villains', 'But also knows Hawks is there', 'So hes not too worried', 'Found Family', 'Midoriya Izuku is a Little Shit', 'Sassy Midoriya Izuku', 'Izuku does stupid shit', 'All the time', 'Soft Shigaraki Tomura | Shimura Tenko', 'Protective Takami Keigo | Hawks', 'Chatting & Messaging', 'with little shorts inbetween', 'Izuku wants to go skydiving without a parachute', 'He also wants to join Toga in the Vampirism Lifestyle', 'He also has a hit list and wants to make dead bodies with toga', 'Shiggy shuts that down REAL fast', 'Kurogiri pulls the daddy card on Izuku when hes being too much of a little shit', 'As toga says', 'He calls Hawks', 'Hawks shuts Izuku down REAL fast', 'Nedzu is just sitting back drinking tea', 'And watching the chaos unfold']",Updated,5,1,ChickenNuggetAddict: whats a hero student doing in a group chat for villains Chaotic Neutral: whats a pro hero doing in a group chat for villains ChickenNuggetAddict:……touche,False,2
The Origin of Eclipse,GriffinRose,https://archiveofourown.org/works/23880820,https://archiveofourown.org/downloads/23880820/title.epub,AO3W_23880820,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Todoroki Shouto', 'Minor or Background Relationship(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Midoriya Hisashi', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)']","['Vigilante Midoriya Izuku', 'Vigilantism', 'Everyone is Alive', 'Somehow', 'Canon-Typical Violence', 'tagging this just to be safe', 'Child Abuse', 'Implied/Referenced Child Abuse', 'Bakugou Katsuki & Midoriya Izuku are Best Friends', 'Other Additional Tags to Be Added', 'Midoriya Izuku Has a Fire Quirk', 'Villain Midoriya Hisashi', ""Midoriya Hisashi's Bad Parenting"", 'Parental Aizawa Shouta | Eraserhead', 'Dadzawa', 'Bakugou Katsuki Swears A Lot', 'Swearing', ""Does that even need to be tagged it's Bakugou""]",Completed,24,1,"In one universe, Izuku Midoriya was born quirkless. Three days after the diagnosis, his father went away on a business trip and never came back. In another universe, Izuku Midoriya was not born quirkless. At the age of four, his father spits a few fireballs into the air like fireworks to amuse his son, and Izuku claps his hands in delight. The fireballs smoosh together and char the picture frame behind them. In this universe, Izuku Midoriya has telekinetic control over fire, and his father never vanishes without a word. It might have been better if he had.",True,3
